624,4274
625,4265
626,4351
627,4380
628,4374
629,4294
630,4326
631,4320
632,4403
633,4391
634,4513
635,4378
636,4379
637,4439
638,4446
639,4425
640,4367
641,4464
642,4442
643,4659
644,4629
645,4482
646,4632
647,4746
648,4611
649,4712
650,4717
651,4720
652,4800
653,4746
654,4756
655,4903
656,4899
657,4932
658,5135
659,5121
660,5193
661,5401
662,5472
663,5477
664,5652
665,5748
666,5837
667,5892
668,6088
669,6267
670,6326
671,6643
672,6670
673,6979
674,7015
675,7264
676,7530
677,7512
678,7754
679,7973
680,8170
681,8361
682,8448
683,8631
684,8877
685,9023
686,9150
687,9085
688,9466
689,9674
690,9466
691,9621
692,9719
693,9734
694,9745
695,9667
696,9814
697,9664
698,9626
699,9604
700,9706
701,9516
702,9254
703,9151
704,9278
705,8884
706,8541
707,8550
708,8442
709,8149
710,7960
711,7868
712,7460
713,7457
714,6995
715,7029
716,6638
717,6445
718,6089
719,5913
720,5771
721,5311
722,5180
723,4952
724,4810
725,4559
726,4431
727,4183
728,4037
729,3808
730,3667
731,3507
732,3420
733,3285
734,3084
735,3005
736,2966
737,2865
738,2809
739,2805
740,2679
741,2625
742,2634
743,2641
744,2514
745,2570
746,2627
747,2609
748,2731
749,2648
750,2820
751,2822
752,2983
753,2954
754,3050
755,3070
756,3286
757,3266
758,3452
759,3678
760,3798
761,3904
762,3976
763,4119
764,4294
765,4420
766,4633
767,4646
768,4818
769,5103
770,5319
771,5262
772,5521
773,5579
774,5754
775,5728
776,6170
777,6137
778,6431
779,6479
780,6399
781,6622
782,6560
783,6699
784,6778
785,6810
786,6925
787,6947
788,6900
789,6823
790,7046
791,6823
792,6794
793,6867
794,6707
795,6626
796,6440
797,6399
798,6219
799,6357
800,6198
801,6108
802,5863
803,5767
804,5638
805,5392
806,5230
807,5001
808,4819
809,4619
810,4589
811,4299
812,4090
813,3880
814,3752
815,3715
816,3483
817,3226
818,3037
819,2894
820,2760
821,2564
822,2538
823,2382
824,2201
825,2047
826,1935
827,1793
828,1709
829,1559
830,1530
831,1326
832,1282
833,1196
834,1084
835,1033
836,947
837,871
838,893
839,799
840,678
841,718
842,624
843,598
844,600
845,532
846,487
847,432
848,424
849,361
850,389
851,382
852,339
853,328
854,341
855,302
856,294
857,292
858,310
859,277
860,243
861,240
862,258
863,263
864,244
865,220
866,235
867,247
868,228
869,244
870,194
871,224
872,216
873,219
874,208
875,208
876,209
877,230
878,231
879,219
880,191
881,197
882,201
883,217
884,211
885,215
886,222
887,220
888,218
889,200
890,212
891,193
892,213
893,215
894,208
895,216
896,205
897,209
898,193
899,208
900,183
901,192
902,170
903,200
904,201
905,184
906,209
907,201
908,197
909,194
910,193
911,194
912,195
913,167
914,198
915,200
916,173
917,175
918,178
919,192
920,188
921,202
922,171
923,194
924,182
925,167
926,198
927,200
928,202
929,188
930,189
931,188
932,201
933,190
934,219
935,204
936,178
937,167
938,175
939,190
940,182
941,186
942,178
943,200
944,172
945,192
946,188
947,177
948,195
949,187
950,151
951,184
952,197
953,172
954,185
955,172
956,176
957,153
958,157
959,181
960,162
961,177
962,188
963,187
964,181
965,199
966,184
967,172
968,187
969,180
970,160
971,174
972,155
973,168
974,174
975,157
976,184
977,174
978,180
979,149
980,169
981,176
982,178
983,172
984,157
985,169
986,167
987,175
988,183
989,158
990,208
991,160
992,142
993,158
994,184
995,175
996,169
997,169
998,159
999,174
1000,154
1001,149
1002,157
1003,192
1004,153
1005,166
1006,157
1007,151
1008,174
1009,152
1010,181
1011,171
1012,131
1013,158
1014,137
1015,149
1016,175
1017,146
1018,168
1019,144
1020,159
1021,158
1022,179
1023,151
